id,text_sha256,char_len,word_count,source_document
281,029798695ce2d07aa555da4a628a63db1a69aeaacf95ea987384e155da539fa2,78,12,
282,457c629128dc743ca934e817c6475770a29b5e2a91fa2ed2e53aebebf7ce62d0,81,13,
283,b617708d31a76949cea570cfa2fefe3ec37a7fdc4ab09ecc6b4c90ef281852e3,99,16,
284,e763b6835d1dc79e8b088d5a8058c00dc1976df485a447af3cefc4e29b4def75,110,21,
285,252ffd63e96e469efb793de5b29a2a5c5c24741b0ead38b3318e40f15d1ec9da,96,14,
286,37c4d182d4bdf2ff01ec03ba76bf26130e43383202373138e81075db6548b620,193,35,
287,6bf2e35194cfbb262e2aec3bbf869b0dc70899be429bf3d1690699d259fa1147,228,33,
288,672b688b058efec275c19db2029834acbc4555a0439db037baa1eb9dfbbd1c92,225,35,
289,f77bf9f9f7412b2b1eae137437f58252364eff1dd62baa5016a897791736a9ba,257,45,
290,71e907733f20c4a9e306964f36517add8b88e1d12adc74097aec7c39a48b255a,145,26,
291,55d9746e5fac4754c8c0a6718f8f4cf43df85c06da14f4e787a31046689b709b,173,33,
292,06d281e82766968a4d892d61ae6c1d0dd7b67098aa9daf66316f8a2403416209,188,31,
293,5a511a0b23ed769f9d15920b8171277e60c478acfd60f53efff1544947cedeb7,215,39,
294,48a42e5a0be4071cc7663a84b1275af8a48d7c2bc25baeaeb33350cb947c4758,104,17,
295,3563687ece590e984a642171d93b31b6b5fa512a48ce49ed63fa43ea5ddabf86,101,16,
296,425cbd983541637188e10f98ad07784f4eb1414cd0deb2bf43cf8118c06073c8,97,17,
297,3965ffe7014e6242d16912c98be731e5a43da40611d6752ea997aba69ecd9a1c,110,19,
298,6f523e4934a574b4243fbe47b148a1a134e281a004e9f5ecacd4e77c6e9a7d0e,101,18,
299,a827ac75f1cf89b0c5b3a77cf39fa46817563c988c9a73d48442950660846d97,244,41,
300,9608ff312f8426f8772c49b867fd29f4c447a08a101ef5f3409d2247a943d5f1,228,35,
301,6f2036afc9cb92bc915d166598baef17728c96e8fd9529b2933a4a04b86fc40c,263,42,
302,c8a0bcab3e66ec61bd52fc2f4774707d0e1b85ea172c70a7689039a2e7b33ff8,272,43,
303,5984d08624efcd6552525797f908c7017a9cd30b3bab798fb705938212c73931,121,22,
304,dd4e7a98ca671422ffaea7d2e1e13a9f16bd8e7433c7e2513d467dda98843371,208,37,
305,1ede19566323fbab28b567a7fdee70dce780add9e22debb56751069f62efa812,148,26,
306,ee3d121e1a3888c3920b74ef85e895b3626efae9b8d6dcf7bdc502a032aa3c17,157,27,
307,7a4dc52315ee4726cc26707d96cabcec3cdb4e386f1da8295631793b1d02683b,154,26,
308,b1ae6e8923c9c530c6fc167ad608a12fb41324ee458089d582a52d42808ae59e,149,23,
309,e27c450992445c8e06995dfe6d3ffc08b934b49c11fc865145f26aa8b3ceaf21,141,24,
310,61fe90e6fb46d495c19d0224e8230234efcc1659186ad31e692bd4744192706e,143,25,
311,e8a03f7697b490c86a31f5ab7d66ce7046f9d551788cc3d26ebddb8a7ab66cde,259,39,
312,f014542277022092de22689c3d201244ce97a550d707a49cbbcffe8bd3701bbc,215,29,
313,00cc2fe777b93d455574a2202c9e8977dc237aa1acb90d0a27fd891ad4737cbe,160,21,
314,5811391c88478c015f7f9a4125dd3c36912ae433cbcaa265000b96e900d4424c,314,49,
315,cc540e8a763cfd176db6ca5ef60e53f9c880cf118a4e8fd4a93edd093d97f8b2,122,20,
316,58df719d7c1784808c5d6a9a8519021374449347dcbe6537196263938fb6b692,77,10,
317,f5ba0a0f8d66d7948c312326de362c17128d891eb7ea22a3c91c1f7f1edeb195,93,15,
318,60a936b1d1148c790ee3f45e2642c83465c4ba5e4ad709c07b2c124456433618,238,37,
319,8df5afecd44fccb4d9126a870efdb40b3e6b224cc416b4fa9968e13c56c90545,157,23,
320,7cf3e806607ca801c2016cdd606126d35e251310c533dfee146fc16c09ec1925,164,29,
321,9821d16bfa35effef0099c375cccbcb378838ccec49b68be80a02181f82dcd3e,266,39,
322,2878ea9feab83f440754cd8a0c93400bb8f67d41370fda897604aca323d8fba8,305,46,
323,5b736d5d486e361d15be949bc9b1c977fe730d8b8cf75531b3a51a553cd92bdb,174,29,
324,caa3218673a3ac85a4addb46f9e4c01161db32ef25926d348c1fce0dffb74494,74,14,
325,374eb979e579c01e686b8b22d16a9cb4a01b292d17fcd28056a135cd3e1f2696,231,40,
326,821e5d0f9329e55c17e19aaace8d23671d3dbc592465a8de9ac7e7bb29c60fa0,106,18,
327,218090a8722d1c8a1c13dfe91d30a8dd4792942c8040609ed13218c1ac6a7a03,212,37,
328,8886685dce2620f4a7b85db76c9814e8ca60e462a259f24ddb07f448f591e6fb,265,53,
329,905b116545d6617015b50b36178d03898808392e67e88a09e8c280b42961fc23,194,36,
330,4ac5f07abd6116a7558d34fa5b2179985caf6e471736f6b94ec279491ce06e7b,192,34,
331,a36cc86620b43dec889f7fa2e093eb6cf85362ceac656a13e154c83c000174cb,222,35,
332,61f893ac9d49c3142a0f22a2a033c2f74e75cbfff052c576fa4586341a825085,78,14,
333,d8c5c2a248ffc6e2e87255370bb9e135d5d5f4ebe17381ce232a76ad845bc462,105,17,
334,84c12c5f6c29f304a42c51d535610e93bba2412ece108a234e7bfaea837ec0d0,113,20,
335,a81018627f1f3f5fac077ee61918345845a5c814e526c3436f75031db6570d64,110,16,
336,dde807eabc0f0db2338780877a5299780b4f49d697b4aa878fa3d5a2486235da,188,27,
337,8526047a1ec3176da0dea3fcff0aec6a297a62cde79a2c23c661de00d1bf665f,179,28,
338,2e8e3249930ebcebaa2c2d7162f04bcacb09b362f4b5fc6cad38b4106ce106de,160,24,
339,83b9295d9a0dac23217c3c3b633ca44ba72456779cdc1d3192dd2be1a26089b0,134,22,
340,75aa9775af650b9912d0dca197b7a880c7822b91450748dc6a72b286f7765b7a,169,29,
341,d6d85448b4e64896cb6eddeeeb14d645680380c51209b1cd214842560b9e2089,121,24,
342,363e71c4c3304497382d0b47e07cac34c709db72ad526da17816f347db9ad364,130,20,
343,eef42053f4f313edf4a85af07f29e4aec8f002ce86bada09c39e4f7631a82f8a,170,29,
344,e84b0075ff9cef32c78ef6e27620febab1cf906546ae278cfc6ef4307ac1ebc8,268,44,
345,41416781ff465e7ba79e7773d72f44b01356d9e7ca56661eebea439d921b90aa,185,33,
346,7b7ad1b90c3d0d1df9870d1f515d15077084be32c82edfe782a356a800ddb2c3,359,67,
347,ad8b6a98e35b9fda65e4254fe4b71aa3c3842bc142d4ad27d550bbbd3b717a81,336,60,
348,9bf63e0093bb44cb6a5254bdbbfb2b0cb88f7a22e4028d89ef077d099085af4e,170,26,
349,2d654ffd7420151ca810b0a7705a754b669484422a9e26bd574b76979cd6b24d,248,38,
350,3de15002b269b6d008500b71491dd31c5f1ff8567765b639a2ffe4f101b42a8f,226,35,
351,7b75336826b9807d0b2f56a06415870b42dddc0da3daef246ee1b83c8e4f3d5a,244,44,
352,63021293e505f11afe40fb9f135cad88e874aef4a127bdc0ca4c8c315cb62214,111,17,
353,f02dbba4f4cc6881cf6263db3b01a6c3181f7b2a7fbc0f1407a09ceaee70ff34,103,17,
354,222a31743d87fd955f93a0639705ee4d54f766039a5963a60a9ea20823eaad58,105,17,
355,fc09c6175ad546738498ff0d00ecb76c6db3c805140fa28e344e1ecb65b8236b,91,13,
356,911f76581a0822bf7a070934154ef192dc2c4e5099b1dedf03e67a87651852f8,229,34,
357,e8c9417edd65fdc42b21f399999c061870521ea890bbb66ca153b477b1dcc599,243,42,
358,261647c57897f1255b92017c0e4628f8512d526805bce1273a65857fa000ebd2,186,33,
359,5de684b6c7bcc006f0a91e10147c62fe62e066b1c2a80fccd94a5c4a7fa92d27,162,27,
360,88aafd6349c4b6548aa531cd59e5e214c0fa4e156132a21fe0f4d4eb0153094c,266,46,
361,9365df4a87b95ffb43ca92ac3140d958a42532fae7227ede39a6fa4477219292,131,19,
362,e559b596423540ad2dada25b29bd45617ff3a90b9a5686e3500d658363ebdcd6,91,14,
363,d0fe521a2fd9adb752af1b973e3db54fae99972b50680c3256acef23b19212e8,207,36,
364,2f4778ecdb5d593e9df935eac262773f3d943d54e5e6b629844010873c019ab2,114,18,
365,2d9cf8ce01920ae6747541fa1e73656521ae6b830a27cf37491b9af074b09420,183,31,
366,c779978a2ea3ea3547849decbb4dbe8d4385d0f71b6c9b3ef9c84c12fb2efcd6,151,25,
367,29e41179a305c0568986e2d09431f4eea227ad77c05e5bd07c2e1d3433987377,214,36,
368,dbc45e806c481730edf565a04805133d6bd6cdb1ac32f13a031a0592ea56c436,255,47,
369,39dc7e0ff089cf8847c5a698c755de06bdc8aa0b6d0d49db043cf4bbb5bd736f,172,26,
370,db250f97e7398738f327e7d300d4966fdd95a7a7ecdcc38e94c2bfd9d70ff689,393,68,
371,1a594e566c3c56a7e1e3fa1108e84e530273fb88f8f3a1c972f9e434d9bc31b6,108,16,
372,dfccc883304b67691ebaec7d01f5e635288ff671325a8af156d54a71c642078c,124,20,
373,4493b66c617d487cce2ae3eb87dbe9a8eacbd7f475875ae45834bd7a96f1327a,228,38,
374,a1cf0925c2e03504a361098602a20e10f8f0177814397e65eaadbd44adf58e68,235,32,
375,bbcfc54dbc73c8452a067323be708cb6cfd41a67bb2470212a71b3ad72a8d39c,163,23,
376,ebd96da44c652f17544602db11ce0938858c51a79867f0236370b872a0a53e8a,169,20,
377,9e14ac207592cb0b210b596becf138eb7d50ef57a0cef1ddb1a1b8e53112c822,192,33,
378,cc8a7e5f6ab67f6e9af0589ae41a86c8bf4fde86fa5d8bc34d7d1f78df22be6d,214,34,
379,481270bd412f5d3054b4a84eaa6d723ec007af7d8323fc158d9c69eda0c54f0f,257,43,
380,f74ab7b925deba58d6a7b494da049e40818c5fcf81203e0df781c2d7d5d68ab1,236,36,
381,578ce52f29103e49687921298d9da70c521f633b81061a6267cb6f864e4a4b77,261,42,
382,d7d6142becdc7e16158fc594cb67520741e2407049e8a9916b2fc5cf7fb5c3d5,171,27,
383,c93528b7db386891ff48e34e170608d430c2a1be841210dfbbf52f7213f5de54,234,39,
384,004355d8ceafb5a02fa2879eac208acc7a17d2b02f0e7d4dca55c6bd9665cf8e,186,33,
385,90561fb1204ae25e32a896d5c84531338e9a119a322146835a5831692e2a4d19,223,34,
386,6a678a4b8cc16f018333e63fc74e08cd0feed19eddb2ba700366992ec6ee7a28,114,17,
387,6d603e52983f38ebbf1e678004c41ad6361805e94efb51b67d86cef76968f685,128,20,
388,4e3af14e86278992735c9f3ff43287d32fe312d67d9b3ff65df01970d32856d6,236,38,
389,05e63a9837908b68765809fcadcb67873604b5853f6c180ff448c44b7f19fbfd,243,38,
390,f492a8fd169ed1b4b384849ac3a9723d375f035755d76067cd38bd8f35a84686,246,34,
391,509e8177509dfb062b173f12e43a5adc44591193c0ede078b6f37ac26689a595,241,38,
392,95895b64e3569bebe2a80d81a007f5551834c3565a4724cfe8a1853f1a4b2a08,186,28,
393,d86216a7111bbc7de9d0c691a353ccc8a34626e292e0e010155ae82760af46be,186,30,
394,988b0e70f017a8d01a7fe30122cdd0516811a3fc06cfa39b21e81f1bc9b4f1e8,168,29,
395,ab514814be7a702d5ef9db84a1b6c94c876e558caf0494fa3af38e88d2098d5e,180,28,
396,1fdeb1040d672b8d24b78470a2b84429a488218f89c0e2bbd2e1233f11f365f6,238,38,
397,11c3785892f0d5f3678eed1457720d6b05edbaec762de1172eac6dbb60130b98,193,27,
398,4ef3b634e8ef34c92f1e6650b46b0bb0691d6882d52972530297daf6979a8f60,341,51,
399,5241780989b24e085d651e2161c6144f21041630145a04a4918f633cbc7995d1,283,41,
400,704a95acbe5ded7495f8ac2c57e8016ea28a48206eb538f498cb99f943915ec6,309,49,
401,40a1324d524c09f706be4fe35f7a5eda4705113e4cad2d5a6638cf6795055c53,114,18,
402,2fa5f6a775c12ea3852cc9a73480d8e804291f4d8d381a65635b1823d3787b46,137,19,
403,98b2826f5feff89cfd3ed6eb9c94f5d64589ec19e48e56d6b1a5fb22cc9774d1,272,43,
404,bbceecd1f28a895baf8b398adaefe1b471f0290fb49317b6151d7baddd4c6757,122,21,
405,4b827cdbaf0fafaf492ecccd89c22e2080c1dd31093278dba5f31f4405227e0d,73,11,
406,f543d6c0c7f3d6cedeb6ff9877798da9c07764232aad4a46913b0853ce0ce22c,97,15,
407,0195b636ffa612c2f1a2b560175581c24f8da4c54deac671353c2628ec7fa552,353,51,
408,93fa99b9b0434b4dd3dc6a975c7dfbe29f6158efecfb8a93e043b269bf42d073,220,36,
409,ab1145c96768a167422453d52a709a971d810218cd0ff503a58578c6eedabc3c,245,41,
410,51b71e56731d6d74c637a1bc539ce75cfb822f87a5c7c3de902a8d7fd86492f8,263,50,
411,8f9f05d50a27f3cc5e82012b92185b469302bc171d2bbc6df544df931cb15f06,317,51,
412,eb45664dc4ee286bca4923d5b18801725871c9639086bad6f9e3b48299cd6b77,216,33,
413,007dc4130ea4abb9e474d2dc229db8b6ff219e902e55015e051986aba82d1550,110,19,
414,cccd8e7ac0693279ae938f204a3bc6fd3f6d6ff431024eac51af35f091394512,127,21,
415,6c6c37a89c090d11f86a55a771bb785932cfcdbd120c352ad954d4000c16373d,149,26,
416,e597770f01dfef5ac1593d86cc1b941e6b5e661f8472002278e71e9e941b43d7,62,9,
417,a9bdb25e115c272e6dfa769e7f993bc59f622fa7c5b5c60c917066fc49e599c7,196,35,
418,ae0fa667af009e987117918c28e50c4ce2c54b2a48f458a4c19ff48bab1a774f,200,34,
419,3c8f4d94cccfbbe0c7f597681ba8d750a3e714b2b783607ed200c8fdc4b97c6b,186,28,
420,92c3f13422531190f827349d17202513cd2237988051cafabd26cb7fcacfd09f,205,33,
421,e2009dc777f49461f9276d12151f30597a942d176cbf9bc5b6724f6eed75fb88,121,17,
422,c8d0c3210f8e456cf80e3cb3c831d24f96c82fae437aa4dd4ae36b723230e7b0,151,23,
423,18723ae7c62fa9f8ebffb471d5ea13aea2ca4a95e20ca9ad972442a0875a8d30,184,29,
424,9a9a2c3f756ab77fdfdcee71322e8b1ecc2c5891a54c577bb7fb80b2f7e0ca2b,184,30,
425,3e97366735ae15007df54507193ec22b83558daf7da62dd795c32c95f6c44962,180,32,
426,06e535d501addf5c85305e041fe92d516f86727ae7516b52bf30231059c9fe02,124,21,
427,0752316f7acde0e9303f6dbb27f190eadf3ed995a7824e1ee193a9cd360a04ce,146,26,
428,9d4a51a4024b05249c009df2db581f9b01c1659ada74a0cc47aa809490a93b2e,205,32,
429,54a624495cb022d7a92907d6ae568445f0f895998371fb083b5f1c9232fe9142,186,33,
430,01b51068218897e55eaacb65a1fd22b0beeedb71708a75007fb4167a466aef5f,158,25,
431,120aa92435375eb841f43687b686ed57c0633775a4b08904a411131ee3a47024,90,15,
432,116216482e0f0fbb2b60e5eecd29f083c33d6d2653449e14b34e845d464436b0,142,25,
433,e263f87958fcfe214a5816eb24d2e2213c18197fd4c28170116ee2717ba79150,188,28,
434,7d5115e9472927a7a3d4300961f742907796ca9d66a0a8ed91bee11e0256333c,138,24,
435,172030646ad780358552c6fffe2390389b3cc6e7f13a00432b9c3ffbc6595b57,150,26,
436,931d03c7d271c62a9f7b67ae76a6a6a25a10eb3b8816396fef5bbc8b17a2fa8a,172,29,
437,7bc57b0d39f1ab0cf3499e393a8a682dca8781d8fcc2382c04d724227040f357,163,25,
438,c7bc176205af5a2f9f072390a3492436afb5373f14962ccc5504f80191952bf5,200,33,
439,7e9906eca48695df71977dcbd2baeeb8a781c29f7aa7ded9d49e7ff41b474140,185,32,
440,d4fec3cbfc6e2bde53516a4648a1c54838cff3f2b05bf9bfbf94955fba3bf9a1,198,37,
441,3fe0d38cc5f2691cf6e8682c36bb6b6d4cb77fb5adc5a92a0e3c48c5b233a2ed,183,32,
442,205afe4ace636b116f8a933f1898cf0ebd33b0db3f2e3069b76b16eaeb987bc6,192,35,
443,94d69af62bdaec5a828073e60c3aa1d04bdfd2e5c94111e772d41a5c33fb31b3,195,28,
444,d1f732a7fd347b84208f6eb0926d4c873043d30bb19a0df2a69524dbafb8eb12,160,28,
445,09b8f034e7cdba4a6b608d48c3a67550f3c9f904494cff695f2e27b87a9b15b4,204,32,
446,829eb15c7aeb514fbd5cee21b4bbe2cee6581ee5408bb6beeae2827c1e577e97,185,32,
447,ff6f86a5a5b244a716fc685a40c269f8cdfb3cce2ee5a1cc2a872eaf7e3466ed,191,31,
448,1678b6c82158527d1e1569c00ee738e154b1c8e3968cc1dc67f2895aed595dc7,152,23,
449,ef13b8f5b20f9e003aff6e57d0b9190701319e332bd03f0c86203e3f4025e302,115,18,
450,d05fd0ca093c71c94189dbbde09be862410d5384954fd09d0f3188cecbb64661,183,26,
451,8767b3cf41c3a899280cbdf69898ce0035bc9b258d26fb560d529c892ec7e4e6,209,35,
452,4b38edf4fd1b2adf755b8457bbf501cd6837119ee1afe499dc8dd2d5495c31cf,189,25,
453,6738ea688bf2ba3387c834a6b9a47f28bcc3aebf78fc4a162fd5b64f9f12e942,199,39,
454,3655be2a3e1d77e413945fab4a5abc99ad0e8bbf811a20b7f7bc5c2dcefb1537,190,32,
455,4d6366b0389b8dbabc6d1320431528a32cebe95cdcd36d71030c0bb448f35946,177,24,
456,5aa6870bba8f837e7c4aa94011afdbf9f881a45865a3aa4c6df9caea04a9909e,178,32,
457,1f27e099fe506382dafdaf9f1de28221e89438485bebc24b4bc31d3d6705d5d3,210,34,
458,00447d106d0ad7c0bc0d3e2f7d252b2ed8f8e402b3d58e04a852ba4462a1d640,163,29,
459,9e1551d3faba83601402bf5f2b1fe75688ffd5ff7340f944cd824901fba8fb50,121,20,
460,7e7e0e350980835193cebfd8c6c1506b0a62bbbd23823d5130704f8ecb19e69e,97,15,
461,4623a388f01ff9c62c33c0a04f3f836623268e2ab538242aa00e91446602001a,204,36,
462,df300305430c479d0ad6777d98ea4921a4ab12f6701e2cfb0f36c1c15e2a9e1a,193,34,
463,6cf229f28d75ff842b0a955beff084145fb73c919f48b6204a32df304a17cb19,105,18,
464,9e6e8ffc63d465294a8bbc77be11877579782531820047d2ed2e806265f609ef,30,3,
465,d6417a2269715f93a835906e9aa23e390f3c311f342dbd69efb0bf71efa76858,33,5,
466,543454931d30b49233d3ca793d8210ebb18393986073100e761ea420147c6d62,35,6,
467,e2314786c444a0cbb46cec2b552b92fa138055021d8da9993e339ba30f38758b,37,6,
468,59683fb500db1511258eb4bca66eae1304390353ff1cad4e849e6357070d8d34,38,6,
469,da4d5a0143cf40ef54b6f1fbcb4dd4c9959dc4883337cb2c73c1839b90b494dc,39,7,
470,2fa6f56456b3be9cc203cdd33f601697dfa84ac4d74b582427ebf4f940a9c383,41,6,
471,4bd737a537fa95b4dceaca210feedaac7b068cbbe6fbd14d57c31b5e317e3bce,42,6,
472,493731af84736aa2b628947eb763fb27ba3abf41813d56c27ff71437683c9bf8,48,7,
473,51e5f86f511ae70e5052ed48c040a468371752d91e91b95513799675d4064c1e,52,9,
474,27890d5552da23a94cb7e258e1aca50257551acd15af75a820aeb919c74732e8,54,7,
475,69f7eeb51e29cb0c8387b5df7e534e2f81cd16580a6653ba308c6970d9b33e99,54,9,
476,e4e0abb624e8424bdbb5b3188beed06156debd4dea5680ead09bf4fe64c4582b,56,8,
477,b577dd644492f5f7c9418faca77c32e3a0604552256aec22a96ab85a1d8385b2,60,9,
478,a3f594385a2a833d8146b822acbb1b2d0dcb918a57d4a61f418403d7759e98b6,62,11,
479,951df068183940296522064cb3b4ebbb319323452220ea13f2a2a4265759d927,64,11,
480,e41b05b309ab9d0243cd00ea928910420653d0161b2d300020c3a1120d1a41ab,66,10,
481,a1264873ec5e43fe692bd95ee62d341d082e990b6e09123342081cc57aa70c7b,68,11,
482,8b0e7a27b2477ca4cb8c738eb3732278e7515843b68deb264546dc5e0a9e4cdf,71,10,
483,bf97f13318597b6a81c2e36413071a6bcb059d93207365aca76c4f7973752f6a,76,11,
484,b3ecd900d668352ea3842f081a55f4f8ddf674175c4a4941fad8a06919273e03,80,14,
485,344b18de0f8b6313a95360e1dd898f9515af55946379f6170d1c8884fee42dc7,93,14,
486,83ebf973cc219c180e2de52160cb45ae6fb2b471bc2694baff6e0ecea9938a9d,93,15,
487,51a8eee2bd44cd816eeaffd890112a51b8843756a8dd83c676c7fa9ca0afdbeb,94,15,
488,ca18a01aeb8adea76bab3d354444e7cae1488dbaa3a29f2c4e32dfa978a357f0,105,19,
489,7d326d9bb646d1e7d91ba19ec6d6d3e6e6dcec4bb0aff5e87dba9833e4558aed,122,21,
490,5317309778269591cdee243e3aad69b3994491a1ae113afcef1b82347666ec8d,123,22,
491,67a43b0dc9dd2b8137ab4641fe8f7d8eaca3671b798a409e053b1a5b9635cd60,125,19,
492,c6a38c4f15e17b58f16dd74795269aaa4182de344b6d45a287013f8f2c4da570,129,17,
493,fa1dfde0822657903bc5e988a96fa8f1c76abc1c733343cf0e60702f1547feda,144,21,
494,d86fda4b279d252b9b55b7d84fa6935b683f9ca145cb64984afcce8b2025625e,147,22,
495,3c7346177a79d94a63ad0dea8b8d355717aa704f76b2ebe4462bcabcdbb3e6cf,147,26,
496,a1778aaf7d0b01ac6d5910797f7b08faf6bb0154140eb8a258b2978e5787c866,156,28,
497,a981a0a662dc069f40a548d83f055b40ab5d2b34fd72a3afa4deb5c80295df50,159,24,
498,f508b0107a42053f50d05bc02a3fdeb3d5322cf7239c17f8ca8e7b26ad13526f,160,28,
499,94f50203b758894f661618250805408d6be348547a17ff35d489c69dab3cc0cf,175,30,
500,f48cc8d0a78a31479ed83c81b0383fcdd47f96dd0847dd410a9fa78eca8c14b7,203,32,
501,50783251eaaa0b88dccc3ca8479697a412c23bce4c01307556d6ce9f487fee12,215,32,
502,2b28c18f23cc8890e2d0e6a6d9b64bcebf9005d310d8b39e141d4ee26c9018b7,216,30,
503,e18c25d441c7ff55199e7af9b27117fc14b5277dc3b3f9ed4aabc0eb1c3e0f24,228,33,
504,88714ac3a61cd6f7915c6e6bd1fa113ba460ae88734513300ec29eb3e0d6eb6f,242,33,
505,1e3ed5b3ad54b56a027cea2c9ca9a151c5c7c061a7462d16f4232d6516d9a417,273,41,
506,5fb95d9eb3ae97b4f9f23add34a75ba315b4949f578b319e5d957d4ec4b92a63,278,42,
507,6e21960e6d08c99a147b50dceed8ad0d9e815ddd84ac80d2e0d4fb11e91c0b34,287,45,
508,05c868452c746b715996ed52905a41f05f265cf4568f124be110f0b198c7e2ed,433,76,
509,dcd033748fb8371f40f7873311f5cd1e7f19b015d350ecc1134a9c40d54dd152,29,5,
510,602275d6ca33ef931ffa6c65c81ae53d7046b1a09435b648ae5f15cdf6cca656,34,6,
511,e76c025b57197454d32b8db6e385fe95984052f6c2a18af0c375770601ed1429,39,6,
512,552e725a28f197d1fb08819df71cdd4a0e75c6a16645aeab89ede81198b4c317,41,6,
513,2dc5e3bbbcc1b699b4e7bdefb99be8423c0375f4a48c94f417be20e5e17a60de,43,7,
514,875cf0eae56ffb4de10a46b668c9ffb385f806dc60455bcd471c1344fb651ee0,46,6,
515,7e2bec3a21f70e9647e17ff8eed3ec7374310e4893c22f405cd49abd686adf9b,53,8,
516,e7acd263e9ecb70dd0fcf3fc642ae5e72c2c74198a71ca98042c60cd9147d57f,55,7,
517,099b863b62cfb6884510c7a9d81f24ead3809c83c5f249f76d7075aa43f85c70,62,9,
518,a0ed9aa20a26d0f4c1a7309c64c0b9f1cf49f27f18571ef3c49957d6713f65d7,64,9,
519,cf8875feae566ee1243506a9a23ccdc7c4b7f3f2e67ef4dc51632fe7028e6c45,68,11,
520,5ca81d27e4e678d1cfe4325b6630c0bfac412b0daaef8840ea313a9fd7cdef73,71,12,
521,d6cb22dc73b6b1a7ae7ece6f2ab546e9d39be4f9c05ffe446b12f40383842ba7,73,11,
522,bcef0331dfd80130a05425330ef265bdc7c00b258272dec50a6eb5420b46456d,78,11,
523,70567d8a38b0101926f75e0a602b99d63b27a627c7321b7495cf1dff53f8fdb2,84,13,
524,0eb4df7276aee9de77977d1e44a2e32314bab23cebd7e276bd8c5c8453d386ab,86,13,
525,ba6a1b90bdc3acf7e4c7cf9d2aa04c8993cf9ce3a1aacd6a02d5e7a73216ac7f,88,12,
526,ad4af2bbe438506c49e368d7634f29e1884c5b14c8b86a1b87ad0951edfdbebe,89,13,
527,5e23426bebdd10f608beaa2e5e4615754fb9d9900d28191f7dc1188082f75197,93,15,
528,1914342e4f1933d72efc753dc325f1f3aea804c6d9beb622c85006cab34b8b24,96,14,
529,505ba576706036c7abe3b26327b09686ebaeebf062bebb597d075ccef5c50244,101,15,
530,77a79198ffdc5f2b70ec3eb6530c85eb27feed83a32f0eae1807c628c0584a87,110,16,
531,bbc102a32e5ffed64be638fdf1efe06431ef9d25d9d1b4e0d485d74865cb9966,114,17,
532,3a6c38e0e570ff59d2209e1471ec664e80ea64bbe0e5cdefa75cd1161b561854,116,19,
533,88704a96b2ad09237d9fdafe5fab46ff76441649dcba2f74540e1e66f7faefcb,118,17,
534,52f8761ca0d041bb3431262a973f0f9a47a5cee36090292c0eb3d861bd8e19fa,122,16,
535,79ecccc7fb318e15a45ab9d2f12a1bf9adc9bf08e5154452129a3e1de168337b,138,19,
536,2954c0023b0a543b30911a27a2a13fc8a492c3b5dff299a8a75f2f6c0ac5001b,146,22,
537,6fc6475c60b38659d2f473bf9b1c91d432a110ff111ceb111089364632e3b157,157,21,
538,d285a2ed050a1db5d031ba93baa51edf0b607f57bba6b8c0a73f1a87b563cc3e,171,26,
539,58c010ae0ca76d2acd3004571275a24eef4ea8d10573c3fe8584d1c3d776df7a,174,25,
540,7533dae2d0db7e604380aa8b6dea2e184505b7826440a9ec50bc3f6cdfb8b908,199,32,
541,c163a7863f550b36df7c28244137f66ccca8b606f68f3138a6ae8ef794004237,206,33,
542,ca42c08279786feb707ac97cc93d4ece21a6ee4e9bfe1a80f86832f48f32544f,258,36,
543,9889e175185080184c3befbc93fa1f124a50d721df4778b4fa504c3b0de5702d,305,49,
544,b31c232acb89de8676fa263fc5700ea4a452fe6350a1c330c07db3908fa99d7a,76,13,
545,b2192272d4f894fd6d75cee157ef694df359771f0c1101295523420898370da9,120,19,
546,c9a9756841b90e31cc621f1cfc2dd55048b888b3a90086c92eb00b569e5e5c3a,156,23,
547,ecf5dc1adbe88939dbd7978f88a783f65cc24effcfe9394d73e8f34fd0c91c26,173,28,
548,560aa7b2d8f851e2714285ff5510a37c89f3997824f210047eb7672689fbb1e2,242,38,
549,610aa7f73ae470d5191e6d91cbb475fea5a843a95f68b95e73f005175965e5c6,284,47,
550,87cd321d70576c82fc578ed28954e07fd61e98846fb459dcee43c1c7be0855e9,296,50,
551,1378e595520350b169b0cfbbfc98f39cbcaec1cb2c102f3c53d80364d9e615e2,412,58,
552,e64686732428b0639c924f9af5a45aa609e3cd86660cdfe04d167b22b38fe7a6,426,64,
553,d9aa99cbbb705ba591ac888b8ca42a581852509aeb70e2b3a5bf74b23be18f4d,27,4,
554,80341d2dcb49ca22b69fbbb92031e86e5a4424ac2be14a1098aea5c7865140c9,33,4,
555,ed570c1d589ded4eeb4c0a38c9c6f31eb969f316595fd7f945c949835618cfc2,36,5,
556,10975fb2e0efb2950a346032f752dd256683194c6ea019eaca9b5e23540169e9,45,7,
557,dc5f9e417c11a468385987d66af6a18a7efcf649c77803ee6cd24dce2fe54511,46,8,
558,913c3f8ff9aefe60d8baac1a7d3cc11c6c9f6d470b9759d94001e1e1748a83ed,50,10,
559,4cc13e74df4c8ac23796a0572582469ee22b80d2af77d244ec14b9c5189cba3e,55,8,
560,8ca0011c7007bbbd5e53bb6964673cef6fc237293cd9f0da4cb672d67a0058c7,58,9,
